ts,q,th
1841.0,0.19215781,99.227
1842.0,0.37781739,99.1402
1843.0,0.18389383,99.3194
1844.0,0.20341219,99.3974
1845.0,0.3120831,99.2455
1846.0,0.18094042,99.5318
1847.0,0.18573087,99.8697
1848.0,0.21103207,100.101
1849.0,0.14548986,100.309
1850.0,0.22517526,100.33
1851.0,0.10940916,100.531
1852.0,0.4148305,100.102
1853.0,0.4063081,99.7007
1854.0,0.17801035,99.7956
1855.0,0.32608189,99.6038
1856.0,0.26141707,99.473
1857.0,0.19462674,99.4679
1858.0,0.26863095,99.2245
1859.0,0.47679342,98.2195
1860.0,0.15084167,98.5124
1861.0,0.20114943,98.8676
1862.0,0.28331037,99.0944
1863.0,0.17822079,99.3281
1864.0,0.15277474,99.5621
1865.0,0.43399385,99.1367
1866.0,0.39928394,98.6057
1867.0,0.29749963,98.6661
1868.0,0.10863285,99.0452
1869.0,0.38673066,98.8686
1870.0,0.18545914,98.943
1871.0,0.11670733,99.1642
1872.0,0.40133878,98.5884
1873.0,0.42534415,98.209
1874.0,0.3083686,98.4112
1875.0,0.30825162,98.5263
1876.0,0.10600841,98.8042
1877.0,0.40887912,98.4127
1878.0,0.1885376,98.5964
1879.0,0.1464419,98.7686
1880.0,0.19214213,98.867
1881.0,0.40598585,98.7402
1882.0,0.24797928,99.0422
1883.0,0.26839061,99.2586
1884.0,0.29233819,99.305
1885.0,0.25857634,99.2992
1886.0,0.35140468,99.1583
1887.0,0.10748696,99.4206
1888.0,0.19541123,99.4892
1889.0,0.16877412,99.5578
1890.0,0.41139777,99.2132
1891.0,0.27912796,99.2759
1892.0,0.38563842,98.953
1893.0,0.51958379,98.1409
1894.0,0.26474049,98.1787
1895.0,0.32568028,97.7879
1896.0,0.30044907,97.5072
1897.0,0.32546508,97.5337
1898.0,0.12014663,97.8759
1899.0,0.19835398,98.1623
1900.0,0.17319582,98.4998
1901.0,0.23987411,98.8485
1902.0,0.57673478,98.5385
1903.0,0.18813997,98.7728
1904.0,0.16021189,99.0573
1905.0,0.24004595,99.2374
1906.0,0.17619993,99.4936
1907.0,0.14908915,99.769
1908.0,0.21761036,99.8686
1909.0,0.24267246,99.7403
1910.0,0.3219837,99.3688
1911.0,0.25147862,99.4982
1912.0,0.20925648,99.9112
1913.0,0.30496356,100.157
1914.0,0.23108589,100.18
1915.0,0.35304167,99.7068
1916.0,0.25521932,99.4775
1917.0,0.240357,99.3574
1918.0,0.30867853,99.1902
1919.0,0.28310059,99.1914
1920.0,0.13798602,99.4251
1921.0,0.24326176,99.4527
1922.0,0.25267454,99.4726
1923.0,0.29502168,99.414
1924.0,0.29930235,99.4137
1925.0,0.25547233,99.4981
1926.0,0.5133321,98.7052
1927.0,0.18732613,98.8908
1928.0,0.1644241,99.0952
1929.0,0.26723797,98.9763
1930.0,0.24276218,98.9349
1931.0,0.52674031,98.0907
1932.0,0.56247398,97.1194
1933.0,0.24118677,97.4552
1934.0,0.38103085,97.3782
1935.0,0.31813834,97.0144
1936.0,0.27355044,96.9353
1937.0,0.17761384,97.2213
1938.0,0.20724559,97.6481
1939.0,0.36402127,98.0292
1940.0,0.46691568,98.1523
1941.0,0.17698108,98.4586
1942.0,0.12205153,98.7887
1943.0,0.16258506,99.1206
1944.0,0.206901,99.4109
1945.0,0.34166796,99.3608
1946.0,0.21531456,99.438
1947.0,0.25921189,99.3357
1948.0,0.55214349,98.6208
1949.0,0.35607293,98.6854
1950.0,0.24670656,98.6187
1951.0,0.12102331,98.7291
1952.0,0.31444551,98.3533
1953.0,0.31347828,98.2407
1954.0,0.16903973,98.4414
1955.0,0.15150972,98.6607
1956.0,0.19207469,98.8921
1957.0,0.36214103,99.1042
1958.0,0.27109754,99.472
1959.0,0.2464592,99.7183
1960.0,0.27118297,99.6971
1961.0,0.16517062,99.8234
1962.0,0.31166984,99.7319
1963.0,0.29203962,99.6679
1964.0,0.1619495,99.7595
1965.0,0.39061355,99.1689
1966.0,0.44263052,98.7268
1967.0,0.29474827,98.6317
1968.0,0.33228502,98.3816
1969.0,0.17835541,98.4949
1970.0,0.13572204,98.7223
1971.0,0.25920121,98.8003
1972.0,0.22837935,98.8899
1973.0,0.32949098,98.7485
1974.0,0.39575342,98.7317
1975.0,0.23653493,99.0496
1976.0,0.19306709,99.3536
1977.0,0.43299864,99.0209
1978.0,0.1886219,99.0809
1979.0,0.17125476,99.1433
1980.0,0.35669314,98.7511
1981.0,0.45258482,98.2547
1982.0,0.37952577,98.1653
1983.0,0.28080094,98.1149
1984.0,0.27765614,98.1104
1985.0,0.25873914,98.3119
1986.0,0.12689722,98.5907
1987.0,0.27263062,98.5019
1988.0,0.36409468,98.3463
1989.0,0.29187964,98.5995
1990.0,0.44513572,98.5244
1991.0,0.1663948,98.8257
1992.0,0.12523835,99.1311
1993.0,0.33667628,99.0228
1994.0,0.26600219,98.9493
1995.0,0.23594548,98.8929
1996.0,0.13383442,99.1162
1997.0,0.11158863,99.4042
1998.0,0.13752536,99.7151
1999.0,0.13388188,100.032
2000.0,0.15159983,100.335
2001.0,0.68626942,99.3394
2002.0,0.3301984,98.9341
2003.0,0.2444762,99.0035
2004.0,0.11147242,99.2789
2005.0,0.31696027,99.1047
2006.0,0.35121035,98.3402
2007.0,0.59243555,96.7416
2008.0,0.66427612,96.3674
2009.0,0.2887622,96.3407
2010.0,0.42634023,95.5765
2011.0,0.30027,95.6186
2012.0,0.63794177,95.2141
2013.0,0.48739325,95.549
2014.0,0.41827344,95.8241
2015.0,0.3217728,95.9335
2016.0,0.23552043,96.282
2017.0,0.19192289,96.6303
2018.0,0.64809472,96.3119
2019.0,0.12796055,96.8594
2020.0,0.23296631,97.4297
2021.0,0.46471326,97.4961
2022.0,0.23578513,97.8116
2023.0,0.44065032,97.4057
2024.0,0.20993336,97.4741
2025.0,0.35004523,97.6476
2026.0,0.21015529,98.1863
2027.0,0.47994099,97.689
2028.0,0.56815123,97.0089
2029.0,0.51775589,96.4286
2030.0,0.12321339,96.777
2031.0,0.24742212,96.9143
2032.0,0.42360914,96.5122
2033.0,0.59884439,95.8951
2034.0,0.37769308,96.2562
2035.0,0.48751585,96.4012
2036.0,0.67885629,94.7894
2037.0,0.53770721,94.5
2038.0,0.64510626,94.021
2039.0,0.30093665,94.3255
2040.0,0.44228471,94.6068
2041.0,0.67904315,94.5462
2042.0,0.67824449,94.2294
2043.0,0.45519631,94.4247
2044.0,0.48444791,94.0873
2045.0,0.11608247,94.5953
2046.0,0.39810985,95.1674
2047.0,0.43228116,95.7371
2048.0,0.54943024,96.0535
2049.0,0.27411985,96.5214
2050.0,0.33234953,96.8733
2051.0,0.39849856,96.8395
2052.0,0.36532881,96.7013
2053.0,0.28131473,96.9864
2054.0,0.65673258,96.5548
2055.0,0.10440239,96.9917
2056.0,0.29094734,97.1833
2057.0,0.55198965,96.5324
2058.0,0.69001947,95.2663
2059.0,0.35718191,95.3858
2060.0,0.15644097,96.0026
2061.0,0.10338674,96.5481
2062.0,0.62087057,95.6057
2063.0,0.37165372,95.8574
2064.0,0.38411159,96.3709
2065.0,0.36347397,96.9703
2066.0,0.30700921,97.3004
2067.0,0.50379675,96.3678
2068.0,0.11194331,96.7997
2069.0,0.43119461,97.1306
2070.0,0.28779345,97.4124
2071.0,0.3444618,97.5264
2072.0,0.56950065,96.8526
2073.0,0.39739535,96.7852
2074.0,0.42366139,96.5948
2075.0,0.27698181,96.7396
2076.0,0.43321343,96.4701
2077.0,0.6181189,95.7814
2078.0,0.32441842,96.1822
2079.0,0.30038623,96.4987
2080.0,0.19131432,96.9217
2081.0,0.61978299,96.1143
2082.0,0.69279265,95.3721
2083.0,0.16608939,95.9686
2084.0,0.264432,96.4466
2085.0,0.10869566,96.8369
2086.0,0.44799323,96.4051
2087.0,0.62223311,95.8133
2088.0,0.4718841,96.2167
2089.0,0.15604108,96.853
2090.0,0.58240291,96.0266
2091.0,0.64577184,94.7507
2092.0,0.68731806,94.3936
2093.0,0.55471082,93.6963
2094.0,0.22479976,94.1396
2095.0,0.60961524,94.1881
2096.0,0.20331393,94.8764
2097.0,0.69727487,94.9778
2098.0,0.49870339,95.2271
2099.0,0.30790525,95.4965
2100.0,0.5634937,95.2182
2101.0,0.23864065,95.6059
2102.0,0.43341641,95.6956
2103.0,0.42962387,96.1847
2104.0,0.28842468,96.6818
2105.0,0.15360466,97.1592
2106.0,0.43343959,97.1281
2107.0,0.21925027,97.6083
2108.0,0.33936204,97.8505
2109.0,0.65784375,96.9758
2110.0,0.17987724,97.3752
2111.0,0.39684415,97.2453
2112.0,0.15970236,97.4322
2113.0,0.31760845,97.4666
2114.0,0.44516887,97.049
2115.0,0.55325304,96.6713
2116.0,0.3238953,97.1387
2117.0,0.50833379,96.6042
2118.0,0.16595263,96.8489
2119.0,0.36585083,96.5887
2120.0,0.65493138,95.8658
2121.0,0.43168052,96.029
2122.0,0.65443759,95.2475
2123.0,0.53255786,94.3843
2124.0,0.49989408,94.3367
2125.0,0.51975457,94.4779
2126.0,0.11502177,94.9729
2127.0,0.57081307,95.1368
2128.0,0.25525169,95.7727
2129.0,0.61514722,95.6564
2130.0,0.179388,96.177
2131.0,0.57405677,96.0865
2132.0,0.17212928,96.4186
2133.0,0.37687572,96.5107
2134.0,0.55022329,96.1099
2135.0,0.40283837,96.3649
2136.0,0.104445,96.838
2137.0,0.40703665,96.8261
2138.0,0.46499138,96.7838
2139.0,0.11018435,97.0997
2140.0,0.26830251,97.2816
2141.0,0.36036247,97.5194
2142.0,0.2120582,98.0266
2143.0,0.66212035,97.1085
2144.0,0.65665302,96.1409
2145.0,0.56735642,94.8819
2146.0,0.35937387,94.702
2147.0,0.3965933,94.5853
2148.0,0.14359185,95.1961
2149.0,0.14821655,95.8545
2150.0,0.47559154,96.3869
2151.0,0.66701512,96.3072
2152.0,0.12305139,96.8285
2153.0,0.52469556,96.6447
2154.0,0.35833911,96.5644
2155.0,0.40545851,95.9028
2156.0,0.34118804,96.1305
2157.0,0.1474184,96.6979
2158.0,0.26098175,97.3624
2159.0,0.32030989,97.7348
2160.0,0.24834434,97.9967
2161.0,0.32329518,98.3012
2162.0,0.6221458,97.6458
2163.0,0.2044023,97.9593
2164.0,0.38938285,97.6996
2165.0,0.1575858,97.8542
2166.0,0.14451556,98.0868
2167.0,0.67302054,96.6774
2168.0,0.25627021,96.8489
2169.0,0.33344539,97.2767
2170.0,0.21665179,97.7983
2171.0,0.46659682,97.4582
2172.0,0.69276006,95.7664
2173.0,0.21836407,96.3396
2174.0,0.44494392,96.4351
2175.0,0.37246397,96.2121
2176.0,0.20197062,96.3845
2177.0,0.32022971,96.5473
2178.0,0.1008126,97.0015
2179.0,0.55739315,97.2738
2180.0,0.30673877,97.6283
2181.0,0.15852793,97.9664
2182.0,0.3788728,98.0547
2183.0,0.51521853,97.5156
2184.0,0.67776714,95.8375
2185.0,0.2322537,96.2673
2186.0,0.48798751,95.9266
2187.0,0.20613093,96.0201
2188.0,0.64255291,95.2941
2189.0,0.58672036,95.303
2190.0,0.60901099,94.7353
2191.0,0.24768883,95.1213
2192.0,0.10616057,95.566
2193.0,0.44069583,95.4363
2194.0,0.37485922,95.9247
2195.0,0.25884498,96.5525
2196.0,0.40753066,97.0213
2197.0,0.36788479,97.5095
2198.0,0.63963419,96.4595
2199.0,0.13175004,96.7776
2200.0,0.32286834,96.9971
2201.0,0.64825468,95.8879
2202.0,0.41642639,95.7274
2203.0,0.47841496,95.6361
2204.0,0.1202407,96.1987
2205.0,0.68547265,95.2071
2206.0,0.13888928,95.6287
2207.0,0.31207383,96.195
2208.0,0.42493061,96.5635
2209.0,0.60873265,96.0978
2210.0,0.36963626,95.9719
2211.0,0.67666887,95.4429
2212.0,0.37370232,95.1045
2213.0,0.61496467,94.5909
2214.0,0.1111335,95.1533
2215.0,0.62067045,94.8926
2216.0,0.60825275,94.8493
2217.0,0.10396637,95.3887
2218.0,0.16280788,95.9248
2219.0,0.31205479,96.2952
2220.0,0.1048775,96.8024
2221.0,0.47611676,96.933
2222.0,0.49446935,96.8408
2223.0,0.54644397,96.9957
2224.0,0.48374214,96.3429
2225.0,0.25420713,96.2633
2226.0,0.4591891,95.719
2227.0,0.39116589,95.9043
2228.0,0.12517319,96.4075
2229.0,0.18574119,96.963
2230.0,0.5521506,97.0183
2231.0,0.39505217,97.1998
2232.0,0.64182051,96.2866
2233.0,0.27731443,96.5743
2234.0,0.62367352,95.1217
2235.0,0.68079768,94.3374
2236.0,0.16659981,94.7914
2237.0,0.44304057,95.1797
2238.0,0.182884,95.8002
2239.0,0.53133636,95.5538
2240.0,0.37023651,96.0281
2241.0,0.56508738,96.3157
2242.0,0.62352228,95.464
2243.0,0.53894947,94.6791
2244.0,0.52376667,94.4539
2245.0,0.34649807,94.6764
2246.0,0.5930379,94.6598
2247.0,0.58796964,94.6991
2248.0,0.60570088,94.4939
2249.0,0.41463323,94.6332
2250.0,0.34077779,94.8262
2251.0,0.45226186,95.1404
2252.0,0.36502301,95.6425
2253.0,0.54177091,95.8405
2254.0,0.54371767,95.805
2255.0,0.26285926,96.0979
2256.0,0.67564377,95.197
2257.0,0.54480347,94.7031
2258.0,0.51198639,94.7315
2259.0,0.35530125,95.1352
2260.0,0.34810536,95.224
2261.0,0.60671874,95.1977
2262.0,0.12181639,95.7829
2263.0,0.16807486,96.4166
2264.0,0.63412333,96.2803
2265.0,0.51073643,95.9784
2266.0,0.34722869,95.9964
2267.0,0.27260188,96.4416
2268.0,0.61972092,95.5966
2269.0,0.2494985,95.827
2270.0,0.52124097,96.0359
2271.0,0.4969568,96.0195
2272.0,0.35285961,95.9783
2273.0,0.11141,96.3284
2274.0,0.46789964,96.4493
2275.0,0.38931963,96.5945
2276.0,0.29495895,96.8251
2277.0,0.17502286,97.3251
2278.0,0.40927845,97.6149
2279.0,0.34287828,97.8446
2280.0,0.3552323,97.6873
2281.0,0.38933625,97.6225
2282.0,0.57442138,97.025
2283.0,0.30005432,96.8829
2284.0,0.61300232,95.9299
2285.0,0.13005897,96.2985
2286.0,0.10119237,96.6826
2287.0,0.34016982,96.7974
2288.0,0.43416824,96.7395
2289.0,0.46559131,96.8896
2290.0,0.59320266,96.3949
2291.0,0.35704865,96.6608
2292.0,0.31667496,96.3284
2293.0,0.35610035,96.2098
2294.0,0.57855415,95.7863
2295.0,0.15959961,96.277
2296.0,0.3905745,96.7
2297.0,0.38561222,97.0074
2298.0,0.38465172,96.9456
2299.0,0.44139394,96.6487
2300.0,0.10792818,97.0647
2301.0,0.14884847,97.5678
2302.0,0.29625324,98.0389
2303.0,0.32827065,98.0844
2304.0,0.24481952,98.2921
2305.0,0.48166038,98.0534
2306.0,0.66602108,97.1864
2307.0,0.21625276,97.2979
2308.0,0.36017944,96.7816
2309.0,0.13579263,97.0598
2310.0,0.46665408,96.5608
2311.0,0.45516869,96.3319
2312.0,0.62017204,96.2745
2313.0,0.63141424,95.297
2314.0,0.5791866,94.1789
2315.0,0.5891552,93.7081
2316.0,0.13137248,94.2831
2317.0,0.5772685,94.5219
2318.0,0.15162645,95.1664
2319.0,0.1857645,95.866
2320.0,0.34394177,96.49
2321.0,0.22934173,97.0979
2322.0,0.14649172,97.6697
2323.0,0.28637857,98.2561
2324.0,0.56468527,97.966
2325.0,0.46524894,97.88
2326.0,0.23890536,97.9395
2327.0,0.68231289,96.2413
2328.0,0.43267874,95.3768
2329.0,0.63158432,94.9021
2330.0,0.43763649,94.9287
2331.0,0.55643965,94.4659
2332.0,0.4811348,94.7824
2333.0,0.23263132,95.2633
2334.0,0.23460166,95.8295
2335.0,0.3500565,96.4032
2336.0,0.39966456,96.7191
2337.0,0.16225064,97.2033
2338.0,0.54654393,97.2623
2339.0,0.36378031,97.533
2340.0,0.65565353,96.167
2341.0,0.56895171,95.3339
2342.0,0.17135508,95.6148
2343.0,0.56487158,95.1252
2344.0,0.59672328,94.6041
2345.0,0.12823674,95.1864
2346.0,0.67486105,95.2062
2347.0,0.58962374,94.5222
2348.0,0.2061901,95.0275
2349.0,0.43693538,95.4194
2350.0,0.173008,96.0346
2351.0,0.14546461,96.5802
2352.0,0.42366042,96.5719
2353.0,0.26061687,97.1592
2354.0,0.18769842,97.7948
2355.0,0.44739019,98.1973
2356.0,0.68699257,97.1344
2357.0,0.4840928,96.143
2358.0,0.14765571,96.4633
2359.0,0.64949049,95.1216
2360.0,0.18666968,95.3997
2361.0,0.55730479,95.359
2362.0,0.62158659,95.3593
2363.0,0.40585163,95.2289
2364.0,0.34835924,95.5016
2365.0,0.67369439,94.7141
2366.0,0.18160099,95.2395
2367.0,0.5677622,95.4015
2368.0,0.57929865,95.1791
2369.0,0.67240973,94.3074
2370.0,0.1904107,94.9739
2371.0,0.43258509,95.0647
2372.0,0.25768111,95.4456
2373.0,0.64644265,95.2944
2374.0,0.56157239,95.4351
2375.0,0.34711465,95.9093
2376.0,0.15599292,96.262
2377.0,0.37293719,96.282
2378.0,0.35541977,96.2474
2379.0,0.54005408,96.3044
2380.0,0.48886624,96.5398
2381.0,0.5749687,95.8953
2382.0,0.4988917,95.1411
2383.0,0.4727481,94.8661
2384.0,0.27733861,95.3517
2385.0,0.43004052,95.6051
2386.0,0.69106388,95.1942
2387.0,0.51062308,95.175
2388.0,0.24211041,95.6507
2389.0,0.5495987,95.1763
2390.0,0.10537624,95.5684
2391.0,0.4584353,95.6717
2392.0,0.32200839,96.2939
2393.0,0.59494325,96.3575
2394.0,0.21124683,96.7329
2395.0,0.22543576,97.0195
2396.0,0.49890168,96.9027
2397.0,0.64051102,95.8902
2398.0,0.46875013,95.677
2399.0,0.28348497,96.1851
2400.0,0.53183174,95.3655
2401.0,0.29601735,95.58
2402.0,0.56364486,95.6296
2403.0,0.37917403,96.0887
2404.0,0.17790114,96.6147
2405.0,0.18447225,97.0789
2406.0,0.22504862,97.3926
2407.0,0.59207549,97.0264
2408.0,0.61283193,96.3865
2409.0,0.26620889,96.8415
2410.0,0.5728341,95.9652
2411.0,0.62273518,94.4881
2412.0,0.51021439,94.6326
2413.0,0.57322229,94.5173
2414.0,0.54707209,94.141
2415.0,0.24054067,94.7546
2416.0,0.56711141,94.9746
2417.0,0.44152812,95.2046
2418.0,0.56305422,95.2163
2419.0,0.65219787,94.8071
2420.0,0.689575,93.8198
2421.0,0.68707368,93.0656
2422.0,0.64733675,92.8154
2423.0,0.58882121,92.9974
2424.0,0.51814235,93.4401
2425.0,0.6185489,93.6712
2426.0,0.35132066,94.3216
2427.0,0.64641634,94.3613
2428.0,0.11937157,94.9472
2429.0,0.47793166,95.2773
2430.0,0.39744145,95.6528
2431.0,0.59837333,95.5351
2432.0,0.26063185,95.8813
2433.0,0.43948368,96.2574
2434.0,0.40218766,96.1402
2435.0,0.56805503,95.6945
2436.0,0.10094696,96.1299
2437.0,0.41555739,96.4894
2438.0,0.27305753,96.9363
2439.0,0.47783576,96.6381
2440.0,0.58565705,96.114
2441.0,0.13797732,96.6029
2442.0,0.5848841,96.2066
2443.0,0.34709499,96.1515
2444.0,0.42556674,95.8958
2445.0,0.5001369,95.8526
2446.0,0.40095882,96.1281
2447.0,0.31494432,96.2256
2448.0,0.6692096,95.6518
2449.0,0.4057056,95.5766
2450.0,0.29401297,95.9337
2451.0,0.47594781,95.9624
2452.0,0.65480275,94.9906
2453.0,0.66985106,94.7295
2454.0,0.38675309,94.7633
2455.0,0.35916092,94.7279
2456.0,0.41758368,94.9012
2457.0,0.12892108,95.4914
2458.0,0.17652931,96.1726
2459.0,0.52815276,96.6043
2460.0,0.2634724,97.2508
2461.0,0.18060069,97.8365
2462.0,0.55583822,97.517
2463.0,0.57290463,96.8161
2464.0,0.60805446,95.4773
2465.0,0.37130425,95.5507
2466.0,0.51047937,94.7401
2467.0,0.22685216,95.2566
2468.0,0.30418122,95.8178
2469.0,0.37379918,96.3004
2470.0,0.44274303,96.6888
2471.0,0.58215336,96.3803
2472.0,0.65145464,95.5577
2473.0,0.19805103,95.7268
2474.0,0.44371367,95.407
2475.0,0.69571919,94.5296
2476.0,0.15242062,95.1088
2477.0,0.33342596,95.7164
2478.0,0.49009966,96.1029
2479.0,0.30500166,96.2795
2480.0,0.3629336,96.3537
2481.0,0.22506962,96.8926
2482.0,0.34506979,97.5064
2483.0,0.58799811,96.8235
2484.0,0.48417692,96.5804
2485.0,0.36146427,96.6044
2486.0,0.12999763,96.9612
2487.0,0.27018718,97.1508
2488.0,0.23595634,97.275
2489.0,0.31816994,97.3167
2490.0,0.2821924,97.7092
2491.0,0.40773561,98.0638
2492.0,0.21242956,98.5411
2493.0,0.30356687,98.8602
2494.0,0.24839664,99.0266
2495.0,0.60239055,97.6844
2496.0,0.57789142,96.5751
2497.0,0.42109679,96.3156
2498.0,0.37372113,95.994
2499.0,0.33097467,95.8145
2500.0,0.69132803,95.1331
2501.0,0.15012791,95.7227
2502.0,0.1998195,96.3689
2503.0,0.16637171,96.9648
2504.0,0.20924976,97.5016
2505.0,0.26075045,97.8904
2506.0,0.63286932,97.1037
2507.0,0.43467307,97.2363
2508.0,0.5503445,96.9179
2509.0,0.63992802,94.7518
2510.0,0.27024695,94.848
2511.0,0.64056631,94.6842
2512.0,0.19803913,95.1697
2513.0,0.24368107,95.6843
2514.0,0.5476996,95.7908
2515.0,0.58711171,95.7605
2516.0,0.58643415,95.3313
2517.0,0.59883209,94.4561
2518.0,0.17095014,94.747
2519.0,0.3589967,95.1022
2520.0,0.65754412,94.9192
2521.0,0.5440923,95.0139
2522.0,0.55920933,95.1058
2523.0,0.23127877,95.4368
2524.0,0.30229386,95.4565
2525.0,0.45290941,95.5981
2526.0,0.44852863,96.0153
2527.0,0.62071856,95.8737
2528.0,0.21686853,96.4183
2529.0,0.50931465,95.932
2530.0,0.45133388,95.626
2531.0,0.36849504,95.8137
2532.0,0.69618658,95.3612
2533.0,0.20787267,95.8488
2534.0,0.51598987,95.4943
2535.0,0.44167197,95.5693
2536.0,0.58081534,95.044
2537.0,0.3634,95.525
2538.0,0.2637341,96.1654
2539.0,0.37907813,96.1938
2540.0,0.36615431,96.4398
2541.0,0.35545762,96.7132
2542.0,0.57620641,96.6253
2543.0,0.30120744,96.9515
2544.0,0.19349374,97.281
2545.0,0.64929486,96.2159
2546.0,0.49866012,95.7267
2547.0,0.18067275,96.1032
2548.0,0.56698921,96.0309
2549.0,0.18761803,96.415
2550.0,0.29623798,96.4079
2551.0,0.67170974,95.9812
2552.0,0.42566373,96.1803
2553.0,0.33023031,96.1869
2554.0,0.18085642,96.6288
2555.0,0.65378281,95.6988
2556.0,0.3277169,95.8125
2557.0,0.53800173,96.0422
2558.0,0.19505159,96.5407
2559.0,0.43211112,96.4545
2560.0,0.69153446,95.3805
2561.0,0.6197108,94.8414
2562.0,0.67944402,93.8236
2563.0,0.21556508,94.1044
2564.0,0.20227401,94.5919
2565.0,0.61933312,94.7439
2566.0,0.33176862,95.3703
2567.0,0.23511543,96.0483
2568.0,0.58508067,96.3447
2569.0,0.65084495,95.2501
2570.0,0.15099828,95.6501
2571.0,0.42815829,96.0174
2572.0,0.25633775,96.3679
2573.0,0.26853346,96.4772
2574.0,0.64190979,96.0147
2575.0,0.57777499,96.1008
2576.0,0.26426342,96.3052
2577.0,0.27532146,96.499
2578.0,0.12778199,96.8889
2579.0,0.2319231,97.0936
2580.0,0.33154396,97.042
2581.0,0.65929454,96.831
2582.0,0.5633439,96.7562
2583.0,0.1209994,97.1173
2584.0,0.236962,97.2711
2585.0,0.42034292,96.5082
2586.0,0.30343662,96.4024
2587.0,0.45930325,96.5032
2588.0,0.50966727,96.7875
2589.0,0.37779409,97.0025
2590.0,0.38518682,96.5726
2591.0,0.43493939,96.3411
2592.0,0.22626073,96.5965
2593.0,0.56404267,96.2528
2594.0,0.46522094,96.2863
2595.0,0.3683136,96.3649
2596.0,0.64664963,95.5539
2597.0,0.44026047,95.1669
2598.0,0.25780189,95.5949
2599.0,0.27641813,96.1296
2600.0,0.55952492,95.8953
2601.0,0.13540644,96.3142
2602.0,0.57607075,96.3392
2603.0,0.42101511,96.6026
2604.0,0.20091648,96.9905
2605.0,0.60324717,95.9795
2606.0,0.57521457,95.4995
2607.0,0.43124754,95.4237
2608.0,0.5773464,95.0911
2609.0,0.26099994,95.1785
2610.0,0.62602666,94.9346
2611.0,0.6300399,94.7081
2612.0,0.28063289,95.0811
2613.0,0.59705904,94.9518
2614.0,0.37133698,94.9198
2615.0,0.46070287,95.2022
2616.0,0.63320222,95.2057
2617.0,0.62963176,94.4953
2618.0,0.6209439,94.0393
2619.0,0.40404861,94.071
2620.0,0.64499713,93.8738
2621.0,0.26674406,94.539
2622.0,0.5673328,94.8104
2623.0,0.56237033,94.9328
2624.0,0.55813683,94.6754
2625.0,0.20577606,95.3184
2626.0,0.67816455,94.6583
2627.0,0.31159968,95.0949
2628.0,0.25574576,95.6931
2629.0,0.51903145,95.8916
2630.0,0.56152181,95.6415
2631.0,0.69713808,95.0384
2632.0,0.59974186,94.0721
2633.0,0.46140446,93.9249
2634.0,0.42476233,94.2273
2635.0,0.18044872,94.8562
2636.0,0.40160243,95.4814
2637.0,0.33206042,96.1698
2638.0,0.33940799,96.7774
2639.0,0.23002934,97.3772
2640.0,0.30312927,97.8377
2641.0,0.6937164,96.9654
2642.0,0.69150854,95.522
2643.0,0.18398082,95.8199
2644.0,0.36570426,95.7186
2645.0,0.591494,94.6332
2646.0,0.43963923,95.0466
2647.0,0.61649709,95.2914
2648.0,0.66665347,94.227
2649.0,0.64492554,93.7218
2650.0,0.26351491,94.2072
2651.0,0.29516855,94.6603
2652.0,0.69789394,94.4836
2653.0,0.10339487,95.0706
2654.0,0.15758941,95.7746
2655.0,0.2052748,96.4994
2656.0,0.65348501,96.5933
2657.0,0.12262854,97.0264
2658.0,0.61787956,96.1878
2659.0,0.50182271,96.4076
2660.0,0.53434396,95.068
2661.0,0.51893358,95.0275
2662.0,0.11670701,95.506
2663.0,0.69466099,94.8651
2664.0,0.36729232,95.2305
2665.0,0.28199901,95.7282
2666.0,0.15729263,96.2921
2667.0,0.61718061,96.1681
2668.0,0.15451602,96.5995
2669.0,0.15079628,96.9525
2670.0,0.63300887,96.818
2671.0,0.38000115,96.951
2672.0,0.27931736,97.0023
2673.0,0.68683021,96.0084
2674.0,0.15528045,96.4307
2675.0,0.39860162,95.9926
2676.0,0.29740607,96.4372
2677.0,0.50382206,96.4533
2678.0,0.53740353,95.9062
2679.0,0.34104876,96.4358
2680.0,0.20656074,96.9321
2681.0,0.66639348,95.793
2682.0,0.47516774,95.4949
2683.0,0.14426619,96.0124
2684.0,0.68190589,95.6084
2685.0,0.19226609,95.9267
2686.0,0.41614608,95.6899
2687.0,0.5672052,95.7978
2688.0,0.21775575,96.3156
2689.0,0.42097113,96.1784
2690.0,0.66184582,95.8013
2691.0,0.24268433,95.9546
2692.0,0.5955816,95.5523
2693.0,0.13987956,96.095
2694.0,0.15570896,96.5899
2695.0,0.40057375,96.457
2696.0,0.44296583,96.5708
2697.0,0.12668599,97.137
2698.0,0.41142196,97.4928
2699.0,0.3689395,97.5983
2700.0,0.36625255,97.8369
2701.0,0.20667283,97.9366
2702.0,0.15028665,98.1339
2703.0,0.46768947,97.8835
2704.0,0.45697708,97.5304
2705.0,0.41381131,97.2982
2706.0,0.32675081,97.4099
2707.0,0.5008463,96.848
2708.0,0.3238188,96.5166
2709.0,0.42261784,96.4618
2710.0,0.13811647,96.9295
2711.0,0.52352063,96.7986
2712.0,0.41125899,96.6797
2713.0,0.62991845,96.0625
2714.0,0.63930761,95.0791
2715.0,0.64300614,93.9336
2716.0,0.40420695,94.0169
2717.0,0.30620373,94.4749
2718.0,0.16607661,95.1284
2719.0,0.64952303,95.2435
2720.0,0.13364837,95.8543
2721.0,0.42808788,96.438
